, 31696
39436, 31308
39424, 31312
39448, 31296
39432, 31296
39436, 31284
39416, 31292
39384, 31248
39356, 31240
39332, 31232
39292, 31200
39280, 31208
39248, 31224
39256, 31200
39248, 31224
39256, 31220
39252, 31208
39232, 31208
39236, 31212
39244, 31200
39224, 31184
39212, 31196
39212, 31184
39192, 31176
39196, 31180
39176, 31196
39184, 31176
39176, 31168
39164, 31172
39172, 31180
39164, 31192
39176, 31176
39184, 31184
39148, 31164
39188, 31172
39200, 31172
39176, 31168
39144, 31172
39152, 31172
39156, 31160
39164, 31164
39172, 31176
39152, 31172
39176, 31160
39168, 31192
39176, 31180
39188, 31176
39176, 31184
39188, 31172
39184, 31168
39168, 31184
39164, 31176
39172, 31168
39196, 31176
39184, 31176
39212, 31184
39184, 31172
39192, 31188
39208, 31188
39216, 31180
39216, 31184
39216, 31196
39236, 31204
39224, 31204
39244, 31188
39232, 31204
39248, 31216
39264, 31208
39256, 31200
39256, 31208
39252, 31220
39264, 31212
39276, 31220
39252, 31220
39276, 31220
39272, 31224
39260, 31228
39268, 31216
39292, 31236
39288, 31240
39280, 31252
39320, 31256
39320, 31264
39292, 31248
39316, 31248
39288, 31236
39288, 31252
39240, 31208
39212, 31232
39224, 31212
39184, 31208
39156, 31180
39168, 31192
39196, 31192
39172, 31196
39176, 31184
39156, 31184
39148, 31184
39144, 31192
39164, 31188
39148, 31172
39156, 31188
39164, 31180
39144, 31188
39140, 31196
39132, 31176
39140, 31188
39152, 31196
39136, 31184
39156, 31188
39164, 31184
39172, 31204
39192, 31168
39168, 31184
39148, 31192
39160, 31168
39156, 31180
39168, 31180
39136, 31188
39168, 31172
39156, 31180
39172, 31204
39176, 31216
39172, 31196
39168, 31224
39192, 31208
39172, 31232
39192, 31224
39200, 31208
39184, 31212
39184, 31204
39188, 31224
39200, 31208
39204, 31212
39212, 31212
39208, 31216
39212, 31240
39224, 31208
39216, 31228
39212, 31224
39232, 31224
39232, 31232
39220, 31232
39244, 31244
39228, 31232
39232, 31248
39252, 31248
39236, 31232
39244, 31248
39248, 31240
39252, 31256
39272, 31232
39264, 31256
39268, 31248
39280, 31248
39268, 31240
39268, 31240
39236, 31240
39232, 31220
39200, 31204
39176, 31184
39152, 31188
39168, 31176
39120, 31192
39140, 31184
39132, 31180
39140, 31192
39132, 31168
39144, 31188
39132, 31164
39116, 31164
39112, 31164
39104, 31164
39112, 31168
39104, 31152
39088, 31168
39096, 31164
39092, 31164
39104, 31164
39096, 31164
39112, 31160
39108, 31180
39116, 31180
39116, 31180
39120, 31172
39116, 31184
39128, 31156
39132, 31172
39112, 31152
39132, 31160
39104, 31164
39108, 31164
39128, 31164
39136, 31196
39144, 31184
39156, 31192
39128, 31188
39152, 31196
39172, 31196
39144, 31188
39128, 31168
39156, 31184
39164, 31192
39176, 31204
39156, 31192
39168, 31188
39164, 31196
39176, 31200
39176, 31172
39156, 31192
39176, 31188
39172, 31196
39168, 31204
39164, 31196
39168, 31204
39196, 31212
39192, 31220
39212, 31220
39184, 31216
39196, 31212
39204, 31188
39212, 31220
39208, 31204
39208, 31204
39232, 31232
39220, 31232
39236, 31228
39256, 31228
39256, 31228
39268, 31264
39272, 31216
39268, 31252
39284, 31260
39284, 31240
39272, 31260
39268, 31240
39240, 31224
39208, 31224
39200, 31208
39196, 31192
39164, 31196
39132, 31188
39148, 31196
39160, 31188
39128, 31176
39136, 31176
39124, 31176
39128, 31180
39112, 31184
39116, 31168
39120, 31160
39100, 31168
39100, 31180
39084, 31176
39092, 31160
39104, 31164
39092, 31180
39092, 31180
39080, 31188
39092, 31176
39108, 31164
39080, 31176
39092, 31196
39120, 31168
39124, 31172
39112, 31180
39104, 31172
39084, 31180
39080, 31196
39080, 31204
39080, 31176
39080, 31172
39108, 31184
39116, 31192
39092, 31200
39112, 31188
39108, 31196
39112, 31204
39096, 31196
39112, 31212
39124, 31196
39108, 31204
39116, 31204
39112, 31204
39108, 31200
39112, 31216
39116, 31220
39140, 31200
39160, 31224
39140, 31220
39164, 31216
39144, 31220
39172, 31200
39176, 31212
39152, 31220
39156, 31208
39172, 31212
39176, 31204
39176, 31216
39184, 31216
39188, 31236
39184, 31228
39180, 31244
39204, 31232
39192, 31248
39192, 31252
39212, 31228
39232, 31260
39236, 31264
39236, 31252
39252, 31256
39268, 31264
39256, 31272
39264, 31272
39264, 31276
39268, 31272
39264, 31276
39268, 31280
39280, 31288
39308, 31280
39292, 31296
39320, 31292
39300, 31300
39308, 31292
39316, 31304
39320, 31324
39320, 31296
39340, 31332
39344, 31324
39352, 31316
39336, 31328
39364, 31320
39356, 31312
39352, 31308
39328, 31284
39280, 31288
39276, 31248
39236, 31256
39208, 31224
39216, 31220
39188, 31228
39192, 31240
39192, 31236
39172, 31236
39192, 31220
39196, 31240
39168, 31228
39160, 31216
39164, 31224
39160, 31216
39164, 31224
39136, 31244
39148, 31216
39132, 31220
39132, 31208
39144, 31204
39136, 31220
39132, 31208
39136, 31224
39164, 31212
39160, 31212
39128, 31232
39128, 31216
39144, 31228
39144, 31208
39152, 31220
39140, 31220
39132, 31208
39128, 31200
39136, 31208
39148, 31216
39128, 31216
39124, 31196
39140, 31228
39136, 31220
39136, 31240
39148, 31216
39160, 31240
39136, 31228
39152, 31224
39144, 31228
39156, 31244
39156, 31224
39140, 31264
39172, 31252
39172, 31236
39172, 31240
39180, 31264
39180, 31228
39184, 31252
39196, 31244
39184, 31252
39196, 31260
39220, 31260
39192, 31240
39208, 31268
39208, 31264
39208, 31276
39228, 31272
39212, 31288
39224, 31300
39232, 31264
39224, 31284
39244, 31252
39268, 31256
39268, 31304
39244, 31260
39280, 31308
39260, 31296
39264, 31312
39268, 31292
39276, 31300
39292, 31312
39284, 31304
39308, 31304
39312, 31304
39304, 31288
39300, 31288
39300, 31276
39260, 31280
39228, 31248
39204, 31240
39184, 31232
39196, 31244
39164, 31220
39128, 31224
39148, 31248
39156, 31216
39136, 31236
39144, 31212
39144, 31224
39120, 31228
39128, 31208
39124, 31216
39112, 31212
39108, 31208
39104, 31200
39116, 31216
39096, 31212
39100, 31204
39108, 31220
39120, 31228
39128, 31204
39120, 31208
39160, 31228
39136, 31212
39128, 31216
39116, 31228
39132, 31212
39140, 31224
39132, 31200
39140, 31212
39120, 31240
39132, 31216
39124, 31224
39148, 31228
39120, 31224
39160, 31236
39144, 31224
39152, 31236
39180, 31220
39164, 31224
39160, 31224
39144, 31240
39164, 31236
39160, 31240
39168, 31224
39204, 31248
39180, 31244
39188, 31244
39204, 31256
39212, 31256
39208, 31240
39220, 31260
39216, 31232
39220, 31240
39232, 31248
39228, 31264
39228, 31256
39240, 31268
39260, 31264
39248, 31264
39252, 31256
39272, 31280
39256, 31272
39272, 31304
39280, 31284
39284, 31288
39292, 31308
39280, 31296
39288, 31300
39296, 31304
39300, 31316
39320, 31320
39296, 31308
39308, 31288
39296, 31308
39284, 31292
39264, 31268
39224, 31264
39168, 31240
39156, 31244
39184, 31224
39168, 31236
39148, 31248
39144, 31236
39156, 31224
39152, 31236
39144, 31216
39136, 31220
39144, 31208
39116, 31208
39128, 31208
39144, 31212
39116, 31212
39100, 31208
39104, 31200
39108, 31208
39080, 31184
39084, 31192
39096, 31200
39104, 31220
39096, 31224
39108, 31228
39116, 31216
39088, 31212
39108, 31204
39088, 31220
39120, 31208
39096, 31208
39120, 31208
39116, 31228
39112, 31200
39120, 31188
39100, 31208
39124, 31212
39128, 31208
39112, 31192
39116, 31204
39120, 31216
39120, 31200
39116, 31196
39136, 31208
39128, 31216
39152, 31184
39140, 31232
39148, 31224
39136, 31240
39164, 31208
39144, 31240
39160, 31232
39148, 31252
39168, 31228
39152, 31248
39172, 31220
39172, 31236
39156, 31232
39184, 31252
39184, 31252
39200, 31268
39192, 31260
39212, 31268
39216, 31284
39224, 31300
39248, 31280
39244, 31308
39248, 31304
39240, 31312
39252, 31304
39252, 31300
39248, 31300
39272, 31300
39280, 31300
39296, 31316
39288, 31332
39296, 31324
39308, 31316
39292, 31316
39336, 31316
39324, 31324
39324, 31292
39308, 31296
39256, 31280
39232, 31260
39216, 31236
39192, 31256
39160, 31232
39148, 31236
39136, 31224
39120, 31220
39108, 31232
39128, 31248
39124, 31220
39132, 31240
39112, 31212
39096, 31236
39080, 31208
39096, 31196
39076, 31208
39060, 31216
39064, 31208
39064, 31200
39064, 31176
39048, 31200
39068, 31188
39080, 31228
39044, 31180
39056, 31192
39068, 31188
39084, 31212
39060, 31176
39064, 31192
39080, 31188
39068, 31200
39048, 31204
39052, 31192
39076, 31180
39040, 31212
39064, 31196
39060, 31208
39044, 31204
39060, 31192
39056, 31196
39068, 31196
39072, 31216
39060, 31220
39080, 31204
39080, 31220
39092, 31176
39088, 31216
39068, 31212
39088, 31224
39084, 31188
39108, 31224
39104, 31232
39088, 31228
39116, 31220
39108, 31236
39116, 31224
39108, 31216
39124, 31224
39144, 31244
39140, 31212
39136, 31220
39152, 31236
39136, 31248
39152, 31220
39140, 31236
39148, 31244
39156, 31264
39152, 31244
39180, 31244
39168, 31236
39180, 31256
39176, 31232
39212, 31268
39192, 31244
39176, 31252
39240, 31252
39232, 31280
39208, 31268
39228, 31284
39224, 31272
39240, 31264
39236, 31264
39252, 31288
39236, 31264
39236, 31264
39232, 31256
39232, 31260
39196, 31220
39188, 31232
39136, 31216
39128, 31212
39080, 31192
39088, 31204
39096, 31192
39088, 31200
39088, 31184
39096, 31200
39068, 31192
39088, 31184
39068, 31196
39056, 31184
39056, 31196
39052, 31196
39044, 31176
39052, 31184
39044, 31160
39064, 31196
39052, 31180
39052, 31180
39040, 31172
39040, 31196
39052, 31176
39056, 31188
39072, 31196
39064, 31184
39064, 31172
39052, 31188
39064, 31196
39048, 31204
39056, 31192
39048, 31172
39060, 31184
39060, 31172
39040, 31196
39072, 31196
39064, 31188
39056, 31208
39048, 31184
39060, 31184
39076, 31196
39064, 31208
39064, 31200
39100, 31208
39076, 31204
39080, 31192
39096, 31208
39088, 31212
39080, 31204
39084, 31200
39096, 31188
39084, 31200
39108, 31192
39112, 31196
39108, 31220
39124, 31236
39124, 31220
39124, 31240
39128, 31228
39132, 31240
39144, 31224
39160, 31252
39164, 31248
39164, 31244
39160, 31252
39168, 31264
39188, 31228
39196, 31244
39188, 31248
39172, 31244
39168, 31248
39192, 31256
39180, 31244
39176, 31240
39168, 31248
39156, 31212
39104, 31196
39092, 31196
39052, 31180
39052, 31192
39024, 31180
39028, 31184
39032, 31164
39032, 31164
39004, 31180
38996, 31164
39008, 31164
39004, 31168
39008, 31160
39020, 31152
39000, 31152
38992, 31132
38968, 31132
38968, 31152
38968, 31140
38972, 31164
38956, 31152
39000, 31168
38972, 31160
39000, 31176
38992, 31176
38996, 31180
38988, 31180
38988, 31164
38968, 31164
38976, 31180
38972, 31152
38972, 31172
38992, 31176
38980, 31164
38988, 31172
38980, 31184
38980, 31176
39020, 31172
39008, 31168
39020, 31188
39008, 31196
39008, 31180
39004, 31184
39012, 31196
39040, 31168
39028, 31204
39032, 31196
39036, 31180
39024, 31184
39044, 31196
39036, 31208
39052, 31212
39068, 31192
39060, 31228
39080, 31204
39088, 31228
39092, 31224
39088, 31220
39108, 31224
39128, 31240
39108, 31236
39132, 31244
39144, 31248
39136, 31252
39140, 31236
39172, 31268
39168, 31260
39168, 31284
39164, 31272
39180, 31280
39216, 31304
39204, 31308
39204, 31300
39260, 31328
39224, 31300
39232, 31316
39224, 31312
39244, 31312
39248, 31300
39244, 31284
39208, 31272
39168, 31256
39144, 31264
39100, 31248
39084, 31204
39084, 31228
39064, 31220
39076, 31220
39036, 31208
39032, 31200
39040, 31200
39032, 31204
39000, 31204
39012, 31204
39000, 31192
38996, 31180
38988, 31176
38972, 31180
38964, 31160
38968, 31168
38944, 31172
38960, 31168
38952, 31180
38948, 31188
38948, 31176
38960, 31160
38960, 31168
38980, 31168
38952, 31176
38940, 31156
38940, 31156
38944, 31152
38940, 31164
38940, 31156
38928, 31168
38952, 31152
38936, 31152
38948, 31164
38920, 31168
38924, 31160
38932, 31156
38924, 31172
38944, 31176
38932, 31168
38932, 31144
38940, 31164
38952, 31164
38960, 31156
38976, 31160
38988, 31180
38972, 31192
39000, 31184
38996, 31184
39012, 31204
39020, 31196
39016, 31208
39012, 31192
39020, 31204
38996, 31200
39024, 31220
39024, 31196
39040, 31212
39044, 31228
39072, 31208
39052, 31228
39088, 31224
39068, 31216
39088, 31236
39076, 31244
39080, 31240
39084, 31248
39092, 31228
39092, 31236
39100, 31248
39112, 31248
39132, 31256
39136, 31264
39128, 31244
39140, 31264
39128, 31260
39140, 31260
39152, 31276
39160, 31276
39160, 31292
39164, 31272
39156, 31288
39164, 31268
39172, 31276
39160, 31264
39148, 31240
39096, 31244
39060, 31212
39040, 31196
39016, 31196
39020, 31188
38968, 31192
38976, 31184
38988, 31188
38972, 31184
38984, 31204
38972, 31192
38988, 31172
38972, 31188
38968, 31180
38976, 31184
38968, 31180
38956, 31192
38932, 31184
38928, 31168
38924, 31176
38928, 31160
38936, 31156
38936, 31164
38948, 31164
38940, 31156
38940, 31172
38936, 31172
38960, 31160
38940, 31168
38932, 31176
38932, 31156
38928, 31168
38928, 31156
38948, 31184
38924, 31168
38936, 31160
38932, 31164
38912, 31176
38928, 31176
38940, 31164
38944, 31168
38928, 31180
38944, 31192
38932, 31192
38936, 31184
38956, 31180
38952, 31176
38968, 31176
38964, 31172
38952, 31168
38948, 31184
38948, 31188
38964, 31168
38972, 31188
38968, 31180
38992, 31180
38976, 31192
39004, 31196
39008, 31172
39000, 31180
39008, 31208
39012, 31196
39016, 31196
39040, 31224
39036, 31208
39036, 31216
39032, 31204
39032, 31224
39044, 31228
39036, 31212
39032, 31192
39052, 31200
39068, 31204
39076, 31224
39068, 31220
39080, 31212
39076, 31224
39092, 31216
39084, 31232
39072, 31196
39020, 31176
38988, 31188
38976, 31172
38944, 31152
38948, 31172
38944, 31152
38920, 31164
38932, 31160
38920, 31168
38940, 31144
38912, 31132
38928, 31136
38900, 31136
38912, 31136
38888, 31132
38900, 31136
38896, 31124
38892, 31108
38876, 31132
38872, 31116
38884, 31116
38896, 31108
38900, 31132
38904, 31116
38912, 31120
38896, 31128
38884, 31132
38896, 31120
38880, 31132
38888, 31132
38888, 31120
38900, 31136
38892, 31128
38900, 31112
38920, 31120
38928, 31108
38920, 31132
38908, 31128
38892, 31124
38900, 31116
38916, 31128
38928, 31128
38924, 31136
38952, 31140
38936, 31160
38948, 31140
38948, 31172
38968, 31148
38956, 31156
38960, 31148
38952, 31156
38980, 31180
38976, 31152
38988, 31172
38984, 31156
39000, 31172
38980, 31152
39020, 31176
39016, 31176
39024, 31172
39020, 31176
39048, 31180
39048, 31176
39056, 31192
39040, 31192
39052, 31200
39056, 31184
39064, 31196
39064, 31188
39080, 31200
39060, 31184
39080, 31208
39088, 31200
39084, 31204
39084, 31204
39108, 31200
39108, 31240
39120, 31244
39116, 31240
39128, 31232
39136, 31220
39144, 31236
39124, 31208
39104, 31204
39048, 31180
39040, 31168
39004, 31160
38992, 31152
38968, 31160
38980, 31160
38964, 31176
38956, 31164
38944, 31148
38984, 31164
38936, 31148
38964, 31156
38928, 31140
38944, 31144
38928, 31128
38932, 31156
38924, 31144
38896, 31112
38916, 31128
38920, 31128
38912, 31140
38896, 31136
38900, 31136
38912, 31156
38908, 31140
38908, 31136
38916, 31144
38912, 31128
38916, 31148
38908, 31132
38888, 31112
38948, 31144
38912, 31136
38916, 31132
38892, 31124
38908, 31112
38900, 31144
38904, 31136
38896, 31128
38900, 31156
38904, 31152
38924, 31148
38940, 31160
38948, 31156
38928, 31156
38940, 31148
38952, 31160
38948, 31152
38944, 31152
38956, 31148
38964, 31148
38976, 31160
38976, 31176
38980, 31164
38964, 31176
38992, 31172
38996, 31176
38996, 31184
38984, 31168
39004, 31172
39000, 31188
39004, 31188
38996, 31164
38988, 31168
39008, 31180
39008, 31176
39016, 31188
39024, 31192
39020, 31200
39048, 31188
39056, 31208
39052, 31208
39024, 31204
39056, 31216
39064, 31200
39060, 31212
39068, 31208
39084, 31216
39092, 31220
39108, 31224
39068, 31240
39096, 31240
39072, 31216
39112, 31220
39116, 31224
39084, 31224
39064, 31192
39068, 31184
38988, 31176
39008, 31156
38960, 31164
38972, 31172
38956, 31160
38956, 31168
38944, 31140
38932, 31148
38936, 31148
38940, 31132
38940, 31144
38936, 31148
38916, 31144
38932, 31152
38920, 31136
38928, 31136
38904, 31128
38924, 31148
38896, 31152
38904, 31156
38908, 31176
38932, 31156
38928, 31132
38912, 31152
38940, 31176
38924, 31140
38920, 31156
38920, 31168
38916, 31164
38920, 31168
38924, 31164
38916, 31168
38916, 31156
38912, 31148
38924, 31168
38928, 31160
38932, 31148
38928, 31168
38940, 31148
38960, 31160
38928, 31156
38948, 31164
38952, 31168
38952, 31168
38948, 31168
38948, 31168
38972, 31168
38952, 31160
38952, 31172
38976, 31176
38972, 31156
38988, 31156
38988, 31160
38992, 31160
38980, 31176
38996, 31180
38996, 31176
39016, 31196
39020, 31188
39020, 31220
39024, 31224
39016, 31216
39024, 31224
39036, 31208
39036, 31220
39052, 31224
39068, 31228
39072, 31224
39076, 31228
39052, 31232
39052, 31208
39080, 31224
39076, 31232
39080, 31240
39080, 31236
39072, 31212
39068, 31208
39056, 31200
38996, 31188
38992, 31160
38952, 31180
38952, 31144
38936, 31156
38948, 31156
38932, 31136
38960, 31128
38904, 31156
38912, 31132
38912, 31124
38924, 31136
38900, 31132
38912, 31128
38896, 31144
38912, 31132
38888, 31124
38900, 31144
38904, 31144
38888, 31148
38912, 31132
38908, 31132
38888, 31132
38908, 31136
38896, 31136
38904, 31140
38876, 31124
38892, 31124
38912, 31140
38908, 31120
38908, 31124
38916, 31132
38904, 31120
38896, 31128
38880, 31112
38900, 31124
38892, 31136
38912, 31128
38904, 31144
38916, 31156
38900, 31156
38924, 31152
38932, 31168
38948, 31168
38952, 31148
38964, 31168
38956, 31164
38972, 31172
38964, 31156
38972, 31168
38980, 31164
38968, 31172
38992, 31168
39012, 31176
38984, 31176
39016, 31180
39016, 31200
39028, 31176
39028, 31192
39048, 31212
39032, 31216
39032, 31204
39048, 31192
39052, 31208
39056, 31216
39068, 31200
39072, 31212
39084, 31196
39092, 31220
39096, 31232
39108, 31228
39100, 31232
39136, 31228
39144, 31248
39128, 31244
39128, 31240
39112, 31224
39112, 31220
39064, 31188
39040, 31164
39024, 31176
39024, 31172
38992, 31172
39000, 31192
38968, 31156
38976, 31168
38972, 31156
38976, 31160
38964, 31152
38956, 31160
38980, 31140
38988, 31144
38964, 31148
38944, 31152
38928, 31152
38956, 31140
38932, 31136
38928, 31140
38928, 31124
38928, 31140
38932, 31136
38952, 31132
38952, 31164
38964, 31148
38948, 31140
38956, 31160
38932, 31136
38944, 31152
38924, 31152
38948, 31144
38948, 31152
38940, 31152
38944, 31144
38940, 31160
38932, 31152
38948, 31156
38940, 31164
38960, 31184
38932, 31168
38956, 31176
38960, 31172
38964, 31192
38972, 31168
38976, 31176
38960, 31168
38972, 31184
38980, 31196
38988, 31184
38984, 31208
39004, 31196
39004, 31208
39032, 31200
39000, 31208
39028, 31208
39028, 31200
39052, 31200
39024, 31204
39064, 31204
39060, 31208
39076, 31228
39060, 31236
39076, 31248
39068, 31236
39084, 31260
39104, 31240
39108, 31252
39148, 31240
39112, 31272
39136, 31252
39132, 31260
39132, 31256
39140, 31260
39144, 31268
39148, 31260
39180, 31268
39188, 31276
39176, 31296
39212, 31296
39204, 31300
39216, 31304
39224, 31288
39216, 31292
39232, 31304
39216, 31288
39204, 31264
39180, 31272
39152, 31248
39124, 31240
39104, 31236
39112, 31216
39076, 31236
39084, 31232
39068, 31244
39088, 31212
39092, 31232
39068, 31220
39064, 31240
39084, 31240
39080, 31220
39060, 31208
39052, 31216
39036, 31200
39028, 31208
39036, 31204
39032, 31192
39040, 31196
39016, 31208
39020, 31220
39048, 31192
39052, 31216
39028, 31216
39048, 31204
39068, 31216
39056, 31208
39048, 31216
39048, 31196
39052, 31204
39060, 31204
39036, 31216
39032, 31220
39056, 31204
39036, 31220
39052, 31216
39060, 31232
39040, 31204
39072, 31220
39068, 31240
39048, 31216
39092, 31232
39092, 31240
39100, 31236
39096, 31224
39108, 31236
39104, 31264
39100, 31260
39116, 31232
39108, 31240
39132, 31264
39120, 31252
